seri,model,titles,year,km,color,prices,date,"seri,model,titles,year,km,color,prices,date,location,""seri,model,titles,year,km,color,prices,date,location""",Il,Ilce,id,km_median,km / median
Panamera,Panamera Diesel,-A Y Ş İ T-2013-GTS-CHRON­O-AIRMATIC-SOĞU­TMA-VAKUM-KYLESS,2013,2200,Siyah,2950000,13/04/2023,,Gaziantep,Şehitkamil,33,1685.0,1.3056379821958457
Panamera,Panamera Diesel,DOĞUŞ ÇIKIŞLI SAHİBİNDEN PORSCHE PANAMERA,2014,2490,Kahverengi,3650000,13/04/2023,,İstanbul,Ataşehir,40,1420.0,1.7535211267605635
Panamera,Panamera 4,"2012 Bayii Cok Temiz Panamera 4 ,69.000KM orjinal",2012,690,Siyah,3600000,13/04/2023,,İstanbul,Beşiktaş,40,1970.0,0.350253807106599
Panamera,Panamera Diesel,"DOĞUŞ ÇIKIŞLI, TRAMER KAYITSIZ, 2014 MODEL , 2. SAHİBİNDEN TEMİZ",2014,1050,Siyah,4360000,12/04/2023,,İstanbul,Pendik,40,1420.0,0.7394366197183099
Panamera,Panamera Diesel,FM MOTORS DAN 2013 PORSCHE PANAMERA DİESEL -MAKYAJLI- BAYİ DOLU,2013,2150,Beyaz,3590000,12/04/2023,,Konya,Karatay,53,1685.0,1.2759643916913948
911,Carrera 4S,2011 PORSCHE CARRERA 4S PDK BOYASIZ 84.927 KM TÜRKİYE DE TEK,2011,84927,Siyah,4110000,12/04/2023,,İstanbul,Beşiktaş,40,1680.0,50.551785714285714
Taycan,Turbo,PORSCHE TAYCAN TURBO 680PS EXTRA FULL,2020,190,Siyah,5950000,12/04/2023,,İstanbul,Ataşehir,40,260.0,0.7307692307692307
Panamera,Panamera 4,İMPERİAL MOTORS 2011 PANEMARA 4 VERGİ BARIŞLI 4 X 4,2011,1750,Siyah,1975000,12/04/2023,,Ankara,Çankaya,7,1680.0,1.0416666666666667
Panamera,Panamera GTS,TARGET MOTORS 2012 PANAMERA 4.8 GTS 430 HP 18KLTK+NAVİ+HATASIZ,2012,1030,Siyah,4500000,12/04/2023,,İstanbul,Beşiktaş,40,1970.0,0.5228426395939086
Panamera,Panamera Diesel,"DOĞUŞ ÇIKIŞLI Matriks far,Adaptif şasi,Keyless access emsalsiz.",2015,2495,Beyaz,4250000,12/04/2023,,Ankara,Çankaya,7,1280.0,1.94921875
911,Carrera 4S,Titiz Kullanılmış Carrera 4S Bayan Kullanıcıdan Emsalsiz,2004,1400,Siyah,2400000,12/04/2023,,İstanbul,Sancaktepe,40,1395.0,1.003584229390681
Taycan,Turbo S,"2020 PORSCHE TAYCAN TURBO S 761 HP AIR,BOYASIZ BAYİİ FULL",2020,340,Beyaz,6500000,12/04/2023,,Mersin,Toroslar,58,260.0,1.3076923076923077
911,Carrera,GARAGE 2011 CARRERA BLACK EDITION-LIMITED EDITION NO:0337/1911-,2011,600,Siyah,3750000,12/04/2023,,İstanbul,Beykoz,40,1680.0,0.35714285714285715
Panamera,Panamera 4 E-Hybrid,ERCAR MOTORS 2020 PORSCHE PANAMERA E-HYBRİD-BO­SE-SOĞUTMA,2020,400,Siyah,8800000,12/04/2023,,İstanbul,Beşiktaş,40,260.0,1.5384615384615385
Panamera,Panamera Diesel,150000 KM. HİÇ HATASIZ BOYASIZ TREMERSİZ,2013,1500,Siyah,3850000,12/04/2023,,Giresun,Görele,34,1685.0,0.8902077151335311
Panamera,Panamera Diesel,REDLINE GARAGE 2012 MODEL PORSCHE PANAMERA DIESEL BAYİ,2012,800,Kahverengi,3599000,12/04/2023,,Antalya,Kepez,8,1970.0,0.40609137055837563
911,Carrera,"Doğuş çıkışlı, 2011 / 64.900 km 911 Carrera,sigara içilmemiş.",2011,649,Siyah,4100000,12/04/2023,,İstanbul,Ataşehir,40,1680.0,0.3863095238095238
Panamera,Panamera 4S Diesel,arac görülmeye deger,2017,1265,Lacivert,8265000,12/04/2023,,Ankara,Çankaya,7,850.0,1.488235294117647
Panamera,Panamera 4S Diesel,2017 PORSCHE PANAMERA 4S DIESEL - BAYİ ÇIKIŞLI - HATASIZ,2017,1225,Siyah,10450000,12/04/2023,,Ankara,Gölbaşı,7,850.0,1.4411764705882353
Panamera,Panamera Diesel,SORMOT 13ÇIKIŞLI PANEMERA MARSALA CHORONO AİR BOSE SOĞUTMA,2012,2180,Siyah,2875000,12/04/2023,,İstanbul,Üsküdar,40,1970.0,1.1065989847715736
Taycan,Turbo S,-VEGAS MOTORS-2020PORSCHE TAYCAN TURBOS BRABUS A.AKS SERAMİK AİR,2020,62,Beyaz,8500000,12/04/2023,,İstanbul,Kadıköy,40,260.0,0.23846153846153847
Cayman,Cayman,2007 PORSCHE CAYMAN 65.000'KM BAYİ ÇIKIŞLI KOBALT MAVİ,2007,650,Mavi,1815000,12/04/2023,,İstanbul,Kadıköy,40,1300.0,0.5
Cayman,S,DOR MOTORS CAYMAN S BAYİİ-BOSE-CHORONO,2006,1960,Siyah,1650000,12/04/2023,,İstanbul,Başakşehir,40,1210.0,1.6198347107438016
Cayman,S,Porsche Cayman S farklılığını yaşayın,2006,1120,Gümüş Gri,1350000,12/04/2023,,İstanbul,Kadıköy,40,1210.0,0.9256198347107438
911,Carrera 4,DOĞUŞ GARANTİLİ3YI­LYABANCIDAN YABANCIYA! 2016 MODEL 911 CARRERA4,2016,690,Gri,3900000,12/04/2023,,Ankara,Çankaya,7,700.0,0.9857142857142858
Taycan,GTS,BAYİ+2023 TESCİL+SIFIR HATA+ 600HP + SAHIBINDEN,2022,1111,Siyah,8450000,12/04/2023,,Bursa,Nilüfer,21,1001.0,1.10989010989011
Taycan,GTS Sport Turismo,Sahibinden 2022 Porsche Taycan GTS Sport Turismo HATASIZ,2022,745,Gümüş Gri,10750000,12/04/2023,,İstanbul,Kadıköy,40,1001.0,0.7442557442557443
Panamera,Panamera Diesel,*AS Group Otomotiv* 2012 Dizel Panamera Tam Dolu AİR-BOSS-CHORON,2012,2350,Siyah,2600000,12/04/2023,,Afyonkarahisar,Merkez,0,1970.0,1.1928934010152283
Panamera,Panamera Diesel,HATASIZ PANEMERA DİZEL BAYİİ ÇIKIŞLI,2013,2610,Beyaz,3325000,12/04/2023,,Yalova,Merkez,79,1685.0,1.5489614243323442
911,Carrera,sahibinden satılık porsche carera,2000,2240,Beyaz,1545000,12/04/2023,,İstanbul,Maltepe,40,1990.0,1.1256281407035176
Panamera,Panamera 4,HATASIZ BOYASIZ TRAMERSİZ BAYİİ PANAMERA 4 2011,2011,2010,Beyaz,2485000,12/04/2023,,Denizli,Sarayköy,25,1680.0,1.1964285714285714
Panamera,Panamera Diesel,KUZEY MOTORS - 2013 - YENİ KASA - MARSALA - SGTMA - VKM,2013,1950,Beyaz,2900000,12/04/2023,,İstanbul,Kadıköy,40,1685.0,1.1572700296735905
Cayman,S,MERKAR - 2011 PORSCHE CAYMAN S PDK 310HP,2011,85369,Beyaz,1890000,12/04/2023,,İstanbul,Bakırköy,40,1680.0,50.81488095238095
911,Carrera S,RUHSAT SAHİBİNDEN HATASIZ,2012,630,Siyah,5650000,12/04/2023,,İzmir,Bornova,41,1970.0,0.3197969543147208
Taycan,4S Performance Plus,GALLERY - 2021 PORSCHE TAYCAN 4S ARKA AKS YOLCU EKRAN,2021,180,Gümüş Gri,5450000,12/04/2023,,İstanbul,Sarıyer,40,180.0,1.0
Taycan,Taycan,''SYL GROUP'' 2021 TAYCAN +BOSSE+SOGUTMA+HEAD UP+YOLCU EKRANI+,2021,6005,Siyah,5300000,12/04/2023,,İstanbul,Bağcılar,40,180.0,33.361111111111114
911,GT3,YENİKÖY MOTORS 2021 PORSCHE GT3 4.0 - LIFTING - SERAMİK,2021,80,Mavi,19750000,12/04/2023,,İstanbul,Sarıyer,40,180.0,0.4444444444444444
Panamera,Panamera Diesel,2013 BAYİ ÇIKIŞLI PLATİNİUM EDİTİON 146000 KM,2013,1460,Beyaz,3485000,12/04/2023,,Ankara,Etimesgut,7,1685.0,0.8664688427299704
Panamera,Panamera Diesel,2014 MODEL BAYİ ÇIKIŞLI MAKYAJLI 85.000KM'DE DIŞ FÜME İÇİ KAHVE,2014,8595,Füme,4425000,12/04/2023,,Ankara,Etimesgut,7,1420.0,6.052816901408451
Boxster,Boxster,2011 PORSCHE BOXSTER -DOĞUŞ - İLK SAHİBİ SERVİS KAYITLI HATASIZ,2011,88211,Beyaz,2450000,12/04/2023,,İzmir,Konak,41,1680.0,52.506547619047616
Panamera,Panamera 4 E-Hybrid,EREN OTOMOTİVDEN 2019 PORSCHE PANEMERA 4 E-HYBRİD+ISI­TMA+SOĞUTMA,2019,370,Siyah,8780000,12/04/2023,,İzmir,Gaziemir,41,320.0,1.15625
911,Carrera 4S,Caretta'dan Bayi Çıkışlı Carbon Turbo Facelift Porsche 911,2006,810,Siyah,2599900,12/04/2023,,İstanbul,Ataşehir,40,1210.0,0.6694214876033058
Taycan,Turbo S,HATASIZ KAZASIZ TAYCAN TURBO S,2020,290,Füme,6300000,12/04/2023,,İzmir,Bayraklı,41,260.0,1.1153846153846154
Panamera,Panamera Diesel,2013 MAKYAJLI KASA VAKUM+BOSE+­ANAHTARSIZ GİRİŞ,2013,2210,Beyaz,3125000,12/04/2023,,Antalya,Muratpaşa,8,1685.0,1.311572700296736
Panamera,Panamera 4S,PORSCHE PANAMERA 4S_2011_238.00­0KM_CARACTERE BODY KİT_HATASIZ,2011,2380,Beyaz,2450000,11/04/2023,,Antalya,Muratpaşa,8,1680.0,1.4166666666666667
Panamera,Panamera 4,AKSIN MOTORS'DAN PANAMERA 4 V6 3.6 OTOMATİK,2011,15588,Siyah,2150000,11/04/2023,,Ankara,Etimesgut,7,1680.0,9.278571428571428
Taycan,4S Performance Plus,ÖZEL FERRARİ KIRMIZISI RENGİNDE DOĞUŞ GARANTİSİ KAPSAMINDA,2020,290,Kırmızı,6130000,11/04/2023,,Tekirdağ,Süleymanpaşa,73,260.0,1.1153846153846154
Panamera,Panamera Diesel,porsche panamera 2015,2014,450,Beyaz,5950000,11/04/2023,,İzmir,Balçova,41,1420.0,0.31690140845070425
Boxster,S,2002 PORSCHE BOXSTER S MANUEL EMSALSİZ,2002,930,Siyah,1500000,11/04/2023,,Adana,Seyhan,1,918.0,1.0130718954248366
Panamera,Panamera 4S,DOĞUŞ ÇIKIŞLI.HASAR KAYITSIZ.4 ÇEKER. TAKAS OLUR. TAKASLI,2010,3200,Füme,2680000,11/04/2023,,İzmir,Buca,41,1420.0,2.2535211267605635
911,Turbo,SAHİBİNDEN TEMİZ PORSCHE,2010,880,Lacivert,5750000,11/04/2023,,İstanbul,Kağıthane,40,1420.0,0.6197183098591549
Taycan,4S Performance Plus,SAHİBİNDEN TAYCAN 4S PERFORMANCEPLUS SPORTDESGN,2020,200,Gri,5000000,11/04/2023,,İzmir,Güzelbahçe,41,260.0,0.7692307692307693
Panamera,Panamera 4 E-Hybrid,NERGİZ'DEN 2021 PANAMERA 4E HYBRİD BURMESTER+D İSTRONİC+4 MASAJ,2021,100,Siyah,11000000,11/04/2023,,Gaziantep,Şehitkamil,33,180.0,0.5555555555555556
Taycan,4S Performance Plus,AZ KM SAHİBİNDEN FULL BAYİ %18KDV SİYAH KIRMIZI PERFORMANCEPLUS,2021,16,Siyah,6435000,11/04/2023,,İstanbul,Kartal,40,180.0,0.08888888888888889
Panamera,Panamera 4,PORSCHE PANAMERA TERTEMİZ MASRAFSIZ,2012,1730,Beyaz,2400000,11/04/2023,,İstanbul,Ümraniye,40,1970.0,0.8781725888324873
911,Turbo S,SS MOTORS 2013 PORSCHE 911 TURBO S-SERAMİK-SOĞUT­MA-BOSE-CHRONO,2013,36034,Siyah,10300000,11/04/2023,,İstanbul,Şişli,40,1685.0,21.385163204747773
Boxster,Boxster,ATASOY 1998 PORSCHE 986 2.5 BOXSTER SORUNSUZ,1998,180832,Gri,795000,11/04/2023,,Ankara,Gölbaşı,7,9988.0,18.10492591109331
718,718,"SAHİBİNDEN, DOĞUŞ OTO ÇIKIŞLI VE BAKIMLI, HATASIZ , 28.600KM",2016,286,Beyaz,4125000,11/04/2023,,Ankara,Çankaya,7,700.0,0.4085714285714286
718,Boxster,718 BOXSTER NADIR PORSCHE RENGI,2016,680,Gri,3700000,11/04/2023,,İstanbul,Beşiktaş,40,700.0,0.9714285714285714
Taycan,Turbo,YENİKÖY MOTORS 2020 TAYCAN TURBO -BURMESTER- PDCC-DISPLAY,2020,78,Siyah,7350000,11/04/2023,,İstanbul,Sarıyer,40,260.0,0.3
911,Carrera 4S,CARELLA.. 2010 PORSCHE 911 CARRERA 4S BAYİİ HATASIZ PDK SGT-IST,2010,830,Beyaz,4500000,11/04/2023,,İstanbul,Üsküdar,40,1420.0,0.5845070422535211
Cayman,S,CAYMAN S BAYİ İÇİ TABA FATURALI TÜM BAKIMLARI YENİ,2006,1540,Siyah,1425000,11/04/2023,,İstanbul,Ümraniye,40,1210.0,1.2727272727272727
Panamera,Panamera Diesel,PLUS AUTO'DAN 4 KOLTUK ISITMA -SOĞUTMA-BOSE SES -CARBON-CHRONO,2012,1940,Beyaz,2750000,11/04/2023,,Denizli,Pamukkale,25,1970.0,0.9847715736040609
Taycan,4S Performance Plus,ALKAN AŞ 2020 TAYCAN 4S PERFORMANCE PLUS-TRÜF-SO ĞUTMA-CHRONO,2020,550,Siyah,5250000,11/04/2023,,Ankara,Gölbaşı,7,260.0,2.1153846153846154
Taycan,4S Performance Plus,2020 PORSCHE TAYCAN 4S+BAYİ+SOĞUTM­A+PERFORMANCE PLUS+YOLCU EKRAN,2020,6001,Lacivert,6150000,11/04/2023,,Eskişehir,Odunpazarı,32,260.0,23.08076923076923
Taycan,Taycan,DOĞUŞ ÇIKIŞLI-SAHIBINDE­N-HATASIZ-BOYASIZ -AIRMATIC-KIRMIZI DERİ,2021,170,Beyaz,4850000,11/04/2023,,İstanbul,Başakşehir,40,180.0,0.9444444444444444
Cayman,Cayman,2007 CAYMAN 82.000 KM DOĞUŞ ÇIKIŞLI-BOSE-SPOR EGZ.-CARPLAY,2007,820,Siyah,1760000,11/04/2023,,İstanbul,Sarıyer,40,1300.0,0.6307692307692307
Taycan,Turbo S,PAN MOTORS 2020 TAYCAN TURBO S BOSE MÜZİK SİSTEMİ,2020,61,Beyaz,7950000,11/04/2023,,İstanbul,Sarıyer,40,260.0,0.23461538461538461
Panamera,Panamera S Hybrid,Kusursuz temizlikte A+ kondisyonda garaj aracı,2012,1270,Siyah,4040000,11/04/2023,,Ordu,Altınordu,63,1970.0,0.6446700507614214
Taycan,Turbo,GERZ OTOMOTİV`DEN 2020 TAYCAN TURBO AİRMATİC/YOLCU EKRAN,2020,350,Siyah,7000000,11/04/2023,,İstanbul,Bağcılar,40,260.0,1.3461538461538463
Panamera,Panamera Diesel,PORSCHE PANAMERA DİESEL PUSULA/AIR/ARKA KLİMA CHROME,2012,1980,Siyah,2395000,11/04/2023,,Antalya,Muratpaşa,8,1970.0,1.0050761421319796
Taycan,4S Performance Plus,AVRASYA GROUP'TAN PORSCHE TAYCAN 4S PERFORMANCE PLUS /2020/571HP,2020,380,Beyaz,5000000,11/04/2023,,Ankara,Çankaya,7,260.0,1.4615384615384615
Taycan,4S Sport Turismo,2022 PORSCHE TAYCAN 4S SPORT TURİSMO/571 HP/BOSE/YOLCU EKRANI,2022,6035,Beyaz,7199000,11/04/2023,,İstanbul,Beyoğlu,40,1001.0,6.0289710289710285
911,Carrera 4S,RAIN CAR DAN PORSCHE CARRERA 4S CABRIO CHRONO HATASIZ,2013,833,Beyaz,6989000,11/04/2023,,İstanbul,Ataşehir,40,1685.0,0.4943620178041543
Taycan,4 Cross Turismo,BAYİİİ ÇIKIŞLI HATASIZ 2027 YILINA KADAR GARANTİLİ,2022,85,Siyah,7500000,11/04/2023,,İstanbul,Beylikdüzü,40,1001.0,0.08491508491508491
Panamera,Panamera Diesel,AUTO ERAY'DAN **PANAMERA 3.0D 300hp 48 AYA VARAN TAKSİT,2012,1700,Beyaz,3650000,11/04/2023,,Sinop,Merkez,70,1970.0,0.8629441624365483
Panamera,Panamera 4 Platinum Edition,2022~BAYİ~PANAMERA 4//ARKA AKS+SPOR KOLTUKLAR+S­OĞUTMA+SPOR EGZOZ,2022,88,Siyah,13150000,11/04/2023,,Trabzon,Ortahisar,75,1001.0,0.08791208791208792
Taycan,Taycan,Sifir hata kapali garaj Performance Plus turbo jant spor design,2021,190,Siyah,4800000,11/04/2023,,İstanbul,Sarıyer,40,180.0,1.0555555555555556
911,Targa 4 GTS,TARGET MOTORS 2022 PORSCHE 911 TARGA 4 GTS 480 HP HATASIZ,2022,6245,Beyaz,16700000,10/04/2023,,İstanbul,Beşiktaş,40,1001.0,6.238761238761239
Panamera,Panamera 4S Diesel,KRAL'DAN BOYASZ-TRAMERSZ 99BİN KM-BAYİ-4SDİESEL-­SOĞUTMA-AİRMATİC,2017,990,Siyah,8900000,10/04/2023,,Ankara,Akyurt,7,850.0,1.1647058823529413
Panamera,Panamera Diesel,KRAL'DAN 2013 PANAMERA-AİRMATİC -VAKUM-4K.ISITMA -BOSE-NAVİ-BAYİİİ,2013,1820,Siyah,2735000,10/04/2023,,Ankara,Akyurt,7,1685.0,1.0801186943620178
Panamera,Panamera Diesel,GALERİ AYHAN'dan Hatasız Tadında Panamera Diesel,2012,2400,Siyah,2750000,10/04/2023,,Konya,Karatay,53,1970.0,1.218274111675127
Taycan,GTS,- MAJESTY - 2022 PORSCHE TAYCAN GTS AIRMATIC BOSE DISTRONIC,2022,6001,Beyaz,8100000,10/04/2023,,İstanbul,Kadıköy,40,1001.0,5.995004995004995
Taycan,Turbo,EROL MOTORS'DAN 2020 TAYCAN TURBO KIRMIZI DERİ/MİSSİON E JANT,2020,350,Beyaz,6000000,10/04/2023,,Antalya,Muratpaşa,8,260.0,1.3461538461538463
Panamera,Panamera Diesel,2015 Çıkışlı Panamera Boyasız ısıtma-sogutma-va­kum-Karbon-Bayii.,2014,1120,Beyaz,4850000,10/04/2023,,Balıkesir,Edremit,12,1420.0,0.7887323943661971
Cayman,Cayman,HASAR KAYITSIZ DÜŞÜK KM PORSCHE CAYMAN,2012,46849,Gri,2400000,10/04/2023,,İstanbul,Sarıyer,40,1970.0,23.781218274111676
Taycan,4S Performance Plus,MLS MOTORS GÜVENCESİ İLE BAYİİ ÇIKIŞLI 4S PERFORMANCE PLUS,2021,302,Füme,4825000,10/04/2023,,Ankara,Akyurt,7,180.0,1.6777777777777778
Panamera,Panamera Diesel,2012 MODEL PORSCHE PANAMERA 3.0 DİESEL,2012,1780,Beyaz,4250000,10/04/2023,,Balıkesir,Edremit,12,1970.0,0.9035532994923858
Taycan,4S Performance Plus,FAZLIOĞLU GROUP 2021 PORSCHE TAYCAN 4S PERFORMANCE PLUS/HATASIZ,2021,170,Gri,5450000,10/04/2023,,Kayseri,Kocasinan,47,180.0,0.9444444444444444
Taycan,4S Performance Plus,ARDEN AŞ PORSCHE TAYCAN PERFORMANS PLUS SİYAH-KIRMIZI!,2020,345,Siyah,5390000,10/04/2023,,İzmir,Bornova,41,260.0,1.3269230769230769
911,Carrera 4S,POSH MOTORS_2008 PORSCHE 911 4S HRE JANT CHRONO BOSE ISITMA,2008,1070,Siyah,3420000,10/04/2023,,İstanbul,Pendik,40,1350.0,0.7925925925925926
Panamera,Panamera 4 E-Hybrid,BYCAR PANAMERA 4 E-HYBRİD 462 HP SOĞUTMA AİR FULL,2022,6666,Siyah,12500000,10/04/2023,,İstanbul,Bakırköy,40,1001.0,6.65934065934066
Panamera,Panamera 4 E-Hybrid,MODENA MOTORS 2022 MODEL PORSCHE PANAMERA 4 E-HYBRİD+462HP,2022,6001,Siyah,13150000,10/04/2023,,İstanbul,Kadıköy,40,1001.0,5.995004995004995
Panamera,Panamera 4 Sport Turismo,2019 DOĞUŞ BAYİ ÇIKIŞLI HATASIZ-BOYAS­IZ-TRAMERSİZ PORSCHE,2019,473,Gri,7749000,10/04/2023,,Ankara,Etimesgut,7,320.0,1.478125
Boxster,Boxster,BAVARIA GARAGE 1997 287.212 km PORSCHE BOXSTER MANUEL,1997,287212,Lacivert,995000,10/04/2023,,İstanbul,Sarıyer,40,910.0,315.6175824175824
Panamera,Panamera 4 E-Hybrid,"""""GARDEN""""2022 PLATINUM EDITION MASAJ ARKA AKS TESLİME HAZIR",2022,6004,Füme,12400000,10/04/2023,,İstanbul,Ataşehir,40,1001.0,5.998001998001998
Taycan,Turbo S,SAHİBİNDEN 2020 PORSCHE TAYCAN TURBO S,2020,425,Gri,6650000,10/04/2023,,İstanbul,Beşiktaş,40,260.0,1.6346153846153846
Panamera,Panamera Diesel,EMSALSiZ PANEMERA,2012,2100,Beyaz,3900000,10/04/2023,,Trabzon,Of,75,1970.0,1.0659898477157361
Taycan,4 Cross Turismo,"TAYCAN 4 CROSS TURİSMO ELEKTRİK /2022/ FÜME / DOĞUŞ ÇIKIŞLI
Yetkili Bayi",2022,115,Siyah,6350000,10/04/2023,,İstanbul,Üsküdar,40,1001.0,0.11488511488511488
911,Carrera S,2007 Carrera S Bayi,2007,1450,Siyah,2710000,10/04/2023,,İzmir,Çiğli,41,1300.0,1.1153846153846154
911,Carrera,YABANCIDAN YABANCIYA YENİKÖY MOTORS 2021 PORSCHE 911 CARRERA,2021,186,Gri,5550000,10/04/2023,,İstanbul,Sarıyer,40,180.0,1.0333333333333334
911,Turbo,2008 PORSCHE 911 TURBO GT2 BODY KIT O.Z JANT BOYASIZ,2008,930,Siyah,4250000,10/04/2023,,İstanbul,Sarıyer,40,1350.0,0.6888888888888889
Panamera,Panamera Diesel,'MavişMotors'Air­Matic+Soğutma+Ch­orona+Bose+Keyl­ess+Navi+Hatasız,2012,990,Beyaz,3475000,10/04/2023,,İstanbul,Gaziosmanpaşa,40,1970.0,0.5025380710659898
Boxster,Boxster,HATASIZ BOYASIZ TRAMERSİZ BOXSTER,2014,770,Füme,3250000,10/04/2023,,Bursa,Nilüfer,21,1420.0,0.5422535211267606
Taycan,4S Performance Plus,MAZZINI..KIRMIZI KOLT..YOLCU EKRAN..ARKA AKS..CHORONO..HEAD UP..,2020,31411,Siyah,5420000,10/04/2023,,İzmir,Balçova,41,260.0,120.81153846153846
Panamera,Panamera Diesel,ATA GRUP MOTORS hatasız,2013,1280,Beyaz,3525000,10/04/2023,,İstanbul,Esenyurt,40,1685.0,0.7596439169139466
Panamera,Panamera 4S,CİO MOTORS PANAMERA 4S 400HP V8 FACELİFT 21 JANT CHRONO AIRMATIC,2011,950,Beyaz,3655000,10/04/2023,,İzmir,Bornova,41,1680.0,0.5654761904761905
Taycan,4S Performance Plus,İNCİ'DEN 2020 TAYCAN 4S SERAMİC+BOSE+­SOĞUTMA+YOLCU EKRAN TAMDOLU,2020,140,Beyaz,5750000,10/04/2023,,Kayseri,Kocasinan,47,260.0,0.5384615384615384
Panamera,Panamera 4,2011 PORSCHE PANAMERA 4 NAVİGSYON SUNROF PDK ISTMA 143.000 KM DE,2011,1430,Siyah,2290000,10/04/2023,,Van,Edremit,78,1680.0,0.8511904761904762
Panamera,Panamera 4,"2011 PORSCHE PANEMARA 4. 3.6 V6 PDK 140,000 KM BAKIMLARI TAM",2011,1400,Siyah,2449900,10/04/2023,,Bursa,Nilüfer,21,1680.0,0.8333333333333334
Taycan,Taycan,2023 TAYCAN DOĞUŞ,2022,65,Beyaz,7500000,10/04/2023,,Bursa,Osmangazi,21,1001.0,0.06493506493506493
911,Carrera 4S,VERGİ BARIŞLI-KUSURSUZ-EN DOLUSU-SOĞUTMA-SPOR EGSOZ,2012,660,Beyaz,6750000,10/04/2023,,İstanbul,Başakşehir,40,1970.0,0.3350253807106599
Cayman,Cayman,SPEED'DEN 2013 PORSCHE CAYMAN 2.7 PDK DOĞUŞ ÇIKIŞLI BOYASIZ,2013,108621,Beyaz,2525000,10/04/2023,,İstanbul,Kadıköy,40,1685.0,64.46350148367952
911,Carrera,BAVARIA GARAGE 2012 82.489 km PORSCHE 911 CARRERA VERGİ BARIŞLI,2012,82489,Beyaz,5650000,10/04/2023,,İstanbul,Sarıyer,40,1970.0,41.87258883248731
911,Carrera 4S,POYRAZDAN 2020 PORSCHE 911 CARRERA 4S-17.000km-SİYAH KIRMIZI,2020,170,Siyah,13000000,10/04/2023,,Antalya,Kepez,8,260.0,0.6538461538461539
911,Carrera 4S,GALLERİA-2019 PORSCHE 911 CARRERA 4S-HATASIZ-SO ĞUTMA-CHRONO,2019,11067,Füme,13000000,10/04/2023,,İstanbul,Şişli,40,320.0,34.584375
Panamera,Panamera 4S Diesel,UGR MOTORS BOYASIZ 2017 PANAMERA 4S DIESEL CARBON-TURBO KANAT,2017,960,Beyaz,9250000,10/04/2023,,Ankara,Çankaya,7,850.0,1.1294117647058823
Panamera,Panamera Diesel,"Baspinar Oto 2012 Porsche Panamera 3.0D-Bayi,Bose,­Chrono,CarPlay",2012,14255,Füme,3250000,10/04/2023,,İstanbul,Sarıyer,40,1970.0,7.2360406091370555
Panamera,Panamera Diesel,BORAM MOTORS'DAN KUSURSUZ TEMİZLİKTE PANAMERA DİESEL,2012,2950,Beyaz,3250000,10/04/2023,,Sivas,Merkez,72,1970.0,1.49746192893401
911,Carrera S,"İLK SAHİBİNDEN DOĞUŞ SERVİS BAKIMLI,57BİN KMTAM ÖTV(VERGİ BARIŞ)",2012,570,Gümüş Gri,5800000,10/04/2023,,İstanbul,Üsküdar,40,1970.0,0.2893401015228426
911,Carrera,MERKAR - 2012 PORSCHE 911 CARRERA BAYİ HATASIZ 55.000KM,2012,550,Beyaz,5740000,10/04/2023,,İstanbul,Bakırköy,40,1970.0,0.27918781725888325
911,Carrera 4S,SS MOTORS BAYİ 2021 911 CARRERA 4S-LIFTING-SPOR EGZOZ-CHRONO,2021,11033,Gri,16700000,10/04/2023,,İstanbul,Şişli,40,180.0,61.294444444444444
911,Carrera 4S,MIATA CAR 2008 PORSCHE 911 CARRERA 4S-BOSE-ISITMA-SPOR EGZ-BAYİ,2008,138684,Siyah,2950000,10/04/2023,,İstanbul,Çekmeköy,40,1350.0,102.72888888888889
Taycan,Taycan,NASYONEL BAYİ PLUS CHALK BEJ SPORT CHRONO 4+1 KOLTK ISITMA BOSE,2022,6231,Beyaz,5390000,10/04/2023,,İstanbul,Beşiktaş,40,1001.0,6.224775224775224
911,Carrera 4S,2013 PORSCHE 911 CARRERA 4S SPOR EGSOZ BOSE BOYASIZ 13.645'KM,2013,13645,Beyaz,7250000,10/04/2023,,Aydın,Efeler,11,1685.0,8.09792284866469
Panamera,Panamera Diesel,OTTO'DAN BAYİ MAKYAJLI MATRİX BOSE VAKUM PUSULA CHRONE 5BÖLGE,2013,1550,Siyah,4125000,10/04/2023,,Denizli,Merkezefendi,25,1685.0,0.9198813056379822
Taycan,Turbo S,ARS MOTORS 2020 PORSCHE TAYCAN TURBO S ''HATASIZ'',2020,633,Beyaz,7300000,10/04/2023,,İstanbul,Beşiktaş,40,260.0,2.4346153846153844
Panamera,Panamera Diesel,RIDVAN DEMİR'DEN 2012 PORSCHE PANAMERA 3.0 DİESEL HATASIZ BAYİ,2012,2050,Siyah,2675000,10/04/2023,,Ankara,Yenimahalle,7,1970.0,1.0406091370558375
Panamera,Panamera Diesel,REİS AUTO BAYİ ÇIKIŞLI HATASIZ BOYASIZ HASAR KAYITSIZ PORSCHE,2012,1800,Siyah,3800000,10/04/2023,,Afyonkarahisar,Merkez,0,1970.0,0.9137055837563451
Taycan,4 Cross Turismo,2021 TAYCAN 4 CROSS TURİSMO SPORT DESİGN-İÇİ TRÜF-SOĞUTMA-AİRMTC,2021,8375,Gri,7450000,10/04/2023,,İstanbul,Sarıyer,40,180.0,46.52777777777778
